Sex;Age;Tenure;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL;VolumeCred;VolumeCred_CA;TransactionsCred;TransactionsCred_CA;VolumeDeb;VolumeDeb_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDebCashless_Card;TransactionsDeb_PaymentOrder;Sale_MF
F;45;146;1;0;0;0;0;0;708.862142857143;0;0;0;0;0;0.0164285714285714;0.0164285714285714;1;1;205.785714285714;205.785714285714;0;0;173.607142857143;3;3;0;0;1;0
M;41;162;1;0;0;0;0;0;5.64285714285714;0;0;0;0;0;270.359285714286;270.359285714286;3;3;402.557142857143;402.557142857143;0;104.95;292.607142857143;14;14;0;5;7;1
M;26;183;1;0;0;0;0;0;284.388571428571;0;0;0;0;0;519.715714285714;519.715714285714;3;3;963.239285714286;963.239285714286;857.142857142857;103.917857142857;0;14;14;3;9;0;0
F;55;172;1;1;0;0;1;0;689.311071428571;351.866785714286;0;0;0;0;4184.06892857143;2380.51071428571;11;5;1233.10714285714;1230.75;571.428571428571;246.107142857143;410.571428571429;22;18;4;3;8;0
F;27;127;1;0;0;0;0;0;776.590357142857;0;0;0;0;0;325.019285714286;325.019285714286;3;3;253.123928571429;253.123928571429;132.142857142857;72.995;47.9860714285714;14;14;4;9;1;0
F;25;196;1;1;0;0;0;0;42.9953571428571;1733.5775;0;0;0;0;2428.68857142857;2428.68857142857;2;2;1797.15535714286;1797.15535714286;192.857142857143;563.246785714286;1041.05142857143;22;22;3;10;9;0
F;31;42;1;0;0;0;0;0;536.951428571429;0;0;0;0;0;3460.52928571429;3460.52928571429;5;5;2245.56285714286;2245.56285714286;635.144642857143;1043.13714285714;0;24;24;2;17;0;0
F;67;8;1;1;0;0;0;0;0;6432.6;0;0;0;0;1270.84785714286;1141.87571428571;5;3;1410.68214285714;1410.68214285714;267.857142857143;0;1139.43214285714;14;14;3;0;10;0
M;45;79;1;1;0;0;0;0;130.733571428571;8247.85821428571;0;0;0;0;398.146428571429;0.0332142857142857;5;1;969.714285714286;969.714285714286;0;775.071428571429;190.607142857143;5;5;0;1;3;0
M;37;13;1;0;0;1;1;0;64.6896428571429;0;0;0;779.285714285714;0;1437.00892857143;1434.61892857143;7;3;1656.78571428571;1654.42857142857;0;0;535.857142857143;14;10;0;0;5;0
F;34;55;1;0;0;1;0;0;1049.06214285714;0;0;0;0;0;153.571785714286;153.571785714286;2;2;148.735714285714;148.735714285714;0;0;0;3;3;0;0;0;0
F;29;93;1;0;0;1;0;0;572.163214285714;0;0;0;0;0;1492.99392857143;1443.505;4;2;612.206071428572;612.206071428572;107.142857142857;262.352857142857;0;14;14;2;7;0;0
M;30;21;1;1;10;0;0;0;3260.11642857143;15882.9460714286;7542.775;0;0;0;794.540714285714;788.603928571429;4;2;60.5714285714286;60.5714285714286;0;0;60.5714285714286;2;2;0;0;2;0
F;38;72;1;0;0;0;0;0;2614.33357142857;0;0;0;0;0;973.71;973.71;2;2;506.832142857143;506.832142857143;35.7142857142857;46.5464285714286;417.428571428571;13;13;1;1;10;0
F;48;109;1;0;0;0;0;0;4483.51714285714;0;0;0;0;0;1071.52678571429;1071.52678571429;2;2;1324.64285714286;1324.64285714286;250;0;1071.42857142857;4;4;1;0;1;0
M;66;39;1;0;11;0;0;0;9317.07178571429;0;35232.2953571429;0;0;0;656.431428571429;656.431428571429;4;4;661.964285714286;661.964285714286;428.571428571429;0;231;4;4;1;0;2;0
F;39;61;1;1;0;1;0;0;611.0925;11325.1317857143;0;984.785357142857;0;0;648.806071428571;643.798928571429;3;2;1450.07142857143;1450.07142857143;107.142857142857;0;268.714285714286;10;10;1;0;7;0
M;24;70;1;2;1;0;0;0;0.00142857142857143;3822.74178571429;4394.67071428571;0;0;0;391.657857142857;242.823214285714;7;5;123.805357142857;123.805357142857;0;0;120.4125;8;8;0;0;7;0
M;61;103;1;0;0;0;0;0;716.398571428572;0;0;0;0;0;316.465357142857;316.465357142857;2;2;322.5;322.5;178.571428571429;0;141.535714285714;5;5;2;0;2;0
M;73;2;1;0;0;0;0;0;5221.42571428572;0;0;0;0;0;592.036071428571;592.036071428571;5;5;611.928571428572;611.928571428572;182.142857142857;0;417.428571428571;13;13;5;0;2;0
F;26;61;1;0;0;1;0;0;423.369285714286;0;0;0;0;0;55.1164285714286;45.4153571428572;5;4;90.8307142857143;45.4153571428572;32.1428571428572;0;3.57142857142857;8;4;2;0;1;0
M;36;56;2;0;0;0;0;0;272.323214285714;0;0;0;0;0;267.861428571429;267.861428571429;3;3;344.25;344.25;0;0;240.678571428571;4;4;0;0;3;1
M;22;135;3;0;0;1;0;0;937.21;0;0;0;0;0;0.00357142857142857;0.00357142857142857;1;1;199.928571428571;199.928571428571;0;0;0;3;3;0;0;0;0
M;23;234;1;0;0;0;0;0;0;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;30;140;1;0;1;0;0;0;355.716785714286;0;26801.155;0;0;0;2708.71107142857;2708.71107142857;2;2;1388.21428571429;1361.92857142857;771.428571428571;230.178571428571;385.285714285714;11;10;4;3;2;0
M;50;152;1;1;0;1;0;0;750.247142857143;6746.3125;0;0;0;0;389.158214285714;384.754642857143;4;2;393.535714285714;393.535714285714;71.4285714285714;0;319.071428571429;7;7;1;0;5;0
M;66;23;1;0;0;0;0;0;2505.56357142857;0;0;0;0;0;1650.64178571429;1650.64178571429;2;2;1661.7675;1661.7675;175;547.9825;597.571428571429;20;20;1;9;7;0
F;76;249;1;0;0;0;0;0;89.4457142857143;0;0;0;0;0;388.643214285714;388.643214285714;2;2;395.142857142857;395.142857142857;382.142857142857;7.10714285714286;0;6;6;2;1;0;0
M;32;104;1;0;0;0;0;0;1681.39178571429;0;0;0;0;0;541.4475;541.4475;5;5;471.847857142857;471.847857142857;0;173.454642857143;296.964642857143;24;24;0;20;3;1
F;32;151;1;0;0;0;0;0;3661.95821428571;0;0;0;0;0;645.252142857143;645.252142857143;2;2;729.575;729.575;242.857142857143;135.075;348.928571428571;16;16;4;4;5;0
F;66;24;1;0;0;0;0;0;132.981428571429;0;0;0;0;0;1723.18964285714;1723.18964285714;9;9;4068.57285714286;4068.57285714286;164.285714285714;108.715714285714;3791.53571428571;28;28;1;12;14;0
F;72;12;2;0;0;0;0;0;805.28;0;0;0;0;0;690.038571428572;690.038571428572;3;3;771.964285714286;771.964285714286;0;0;768.571428571429;6;6;0;0;5;0
M;36;5;1;0;0;0;0;0;1602.51821428571;0;0;0;0;0;1971.43035714286;1971.43035714286;3;3;2370.03035714286;2370.03035714286;32.1428571428572;150.1375;2187.75;13;13;1;7;5;1
F;54;101;1;1;13;0;0;0;13.1817857142857;18834.435;0;0;0;0;1268.74892857143;1264.46964285714;4;3;1161.32142857143;1161.32142857143;535.714285714286;0;623.321428571429;7;7;1;0;5;1
M;46;38;2;0;0;0;0;0;2414.48821428571;0;0;0;0;0;772.400714285714;772.400714285714;2;2;1095.42928571429;1095.42928571429;1071.42857142857;0;21.8221428571429;4;4;2;0;1;0
M;73;56;1;0;0;1;0;0;906.765714285714;0;0;0;0;0;1185.66142857143;1185.66142857143;5;5;785.751428571429;785.751428571429;0;185.137142857143;64.9642857142857;12;12;0;7;3;0
M;48;221;1;2;3;1;1;0;18.7396428571429;71.7321428571429;0;0;0;0;3289.79107142857;2512.62107142857;14;6;3704.05428571429;2545.34928571429;321.428571428571;739.496428571429;1384.58857142857;24;19;1;3;10;0
F;5;87;1;0;0;0;0;0;0;0;0;0;0;0;0.0128571428571429;0.0128571428571429;1;1;84.8571428571429;84.8571428571429;0;0;84.6428571428571;2;2;0;0;1;0
M;63;27;1;1;1;0;0;0;86.5296428571429;24364.765;0;0;0;0;43319.2546428571;21797.6092857143;6;3;22936.425;22936.425;353.571428571429;154.282142857143;1000;12;12;4;5;2;0
M;32;87;3;0;0;1;1;0;3032.8325;0;0;277.987857142857;251.935714285714;0;3678.52642857143;2676.00285714286;28;21;3984.04071428571;2676.00285714286;232.142857142857;347.615714285714;756.678571428571;67;39;3;20;14;0
F;78;49;1;0;0;0;0;1;1354.99;0;0;0;0;7570.78392857143;638.275357142857;553.217142857143;3;2;942.178571428571;925.821428571429;589.285714285714;102.5;0;14;12;7;1;0;0
F;52;78;1;1;0;0;0;0;224.454285714286;901.353571428572;0;0;0;0;1663.3025;588.854642857143;4;2;1266.82142857143;1266.82142857143;0;0;195.392857142857;4;4;0;0;3;0
F;45;135;1;0;0;0;0;0;286.421428571429;0;0;0;0;0;148.5725;148.5725;3;3;300.321428571429;300.321428571429;160.714285714286;32.8571428571429;103.714285714286;12;12;6;1;1;0
F;45;149;1;0;0;0;0;0;0;0;0;0;0;0;252.274285714286;252.274285714286;3;3;449.363928571429;449.363928571429;357.142857142857;70.9710714285714;17.8571428571429;11;11;3;6;1;1
F;1;211;1;0;0;0;0;0;22.7335714285714;0;0;0;0;0;1022.84607142857;1022.84607142857;6;6;1026.81785714286;1026.81785714286;535.714285714286;7.71071428571429;481.464285714286;21;21;6;1;9;0
M;35;53;1;0;0;0;0;0;6.37392857142857;0;0;0;0;0;709.090714285714;709.090714285714;3;3;0;0;0;0;0;0;0;0;0;0;0
M;40;150;2;1;1;1;0;0;6808.31357142857;29032.5496428571;696.865714285714;136.040357142857;0;0;2703.63785714286;2694.67035714286;12;9;1571.94821428571;1571.94821428571;414.285714285714;196.019642857143;476.892857142857;32;32;4;15;11;1
M;28;114;1;0;0;0;0;0;86.4285714285714;0;0;0;0;0;0.00714285714285714;0.00714285714285714;1;1;0.893928571428572;0.893928571428572;0;0;0;1;1;0;0;0;0
F;44;51;1;1;0;1;0;0;166.755;2691.26678571429;0;0;0;0;2409.99642857143;2048.84214285714;5;3;2017.08928571429;2017.08928571429;778.571428571429;179.946428571429;1056.85714285714;37;37;4;8;24;0
F;1;92;1;1;0;0;0;0;2175.27;128617.591071429;0;0;0;0;28.5725;28.5725;2;2;919.821428571429;919.821428571429;0;0;0;2;2;0;0;0;0
F;38;63;1;0;0;0;0;0;3743.77642857143;0;0;0;0;0;768.717142857143;768.717142857143;6;6;837.031785714286;837.031785714286;785.714285714286;0;47.9246428571429;10;10;7;0;2;1
F;35;23;1;0;1;0;0;0;11581.9482142857;0;202941.608928571;0;0;0;655.08;655.08;4;4;1100.625;1100.625;535.714285714286;257.553571428571;303.428571428571;20;20;2;5;12;0
M;73;177;1;2;0;1;0;0;5811.81857142857;1796.83;0;0;0;0;29709.1532142857;17958.5292857143;8;5;30555.3575;16269.6432142857;3457.14285714286;45.8928571428571;1015.13428571429;20;18;3;3;7;0
F;27;10;1;0;0;0;0;0;2.415;0;0;0;0;0;1408.47607142857;1408.47607142857;2;2;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;50;138;1;0;0;0;0;0;157.923928571429;0;0;0;0;0;428.575357142857;428.575357142857;4;4;840.742857142857;840.742857142857;107.142857142857;403.6;327.714285714286;15;15;2;7;5;0
F;47;150;1;1;0;1;0;0;188.953214285714;3591.73071428571;0;874.18;0;0;1675.88678571429;1228.22035714286;8;4;1252.95178571429;1216.32321428571;392.857142857143;174.4775;197.785714285714;23;22;5;7;6;0
M;16;60;1;0;0;0;0;0;490.931428571429;0;0;0;0;0;339.286428571429;339.286428571429;2;2;350.3075;350.3075;46.4285714285714;303.878928571429;0;29;29;4;25;0;1
F;46;171;1;0;0;0;0;0;1724.34785714286;0;0;0;0;0;82.5496428571429;82.5496428571429;3;3;97.9642857142857;97.9642857142857;0;0;95.3571428571429;4;4;0;0;3;0
M;38;162;1;0;0;1;0;0;3723.58214285714;0;0;0;0;0;272.858214285714;272.858214285714;3;3;201.404285714286;201.404285714286;82.1428571428571;18.2971428571429;100.75;12;12;6;4;1;0
M;45;54;1;1;0;1;0;0;2275.50535714286;41899.2910714286;0;0;0;0;2757.28142857143;610.217857142857;6;4;671.896428571429;671.896428571429;0;409;259.360714285714;21;21;0;10;9;0
M;52;71;1;0;0;1;0;0;248.771428571429;0;0;468.080714285714;0;0;800.473571428571;800.473571428571;5;5;1951.53571428571;1951.53571428571;178.571428571429;127.785714285714;1641.67857142857;20;20;1;6;12;0
M;27;253;1;1;0;1;0;1;1054.365;12127.5896428571;0;0;0;6622.20035714286;922.206428571429;811.323928571429;3;2;891.183571428572;881.969285714286;0;39.3978571428572;705.571428571429;19;17;0;2;13;0
M;72;32;2;2;0;0;0;0;247.426785714286;0.0917857142857143;0;0;0;0;2.40821428571429;0.0225;2;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;1
F;42;172;1;1;0;0;0;0;4783.92535714286;5770.62928571429;0;0;0;0;0.0296428571428571;0.0296428571428571;2;2;92.3214285714286;92.3214285714286;0;0;0;3;3;0;0;0;0
M;46;86;4;1;0;0;0;0;5871.23214285714;18085.4882142857;0;0;0;0;7.29785714285714;0.00285714285714286;2;1;0;0;0;0;0;0;0;0;0;0;0
M;71;168;1;1;1;0;0;0;1642.26035714286;1586.65678571429;1714.28571428571;0;0;0;2776.88;2232.29464285714;10;8;2117.40357142857;2117.40357142857;357.142857142857;176.117857142857;864.107142857143;19;19;1;5;10;0
M;33;59;1;0;0;0;0;0;7169.00714285714;0;0;0;0;0;443.055714285714;443.055714285714;2;2;468.678571428572;468.678571428572;0;447.428571428571;17.8571428571429;6;6;0;4;1;0
M;60;192;1;0;0;0;0;0;2664.74321428571;0;0;0;0;0;0;0;0;0;71.25;71.25;67.8571428571429;0;0;3;3;2;0;0;0
M;21;75;1;0;0;1;0;0;564.033214285714;0;0;0;0;0;37.3217857142857;0.000357142857142857;2;1;0;0;0;0;0;0;0;0;0;0;0
M;77;1;1;0;0;0;0;0;368.991071428571;0;0;0;0;0;0.00107142857142857;0.00107142857142857;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;49;70;1;0;0;1;0;0;201.316785714286;0;0;65.4925;0;0;2222.40785714286;2222.40785714286;4;4;1127.23571428571;1127.23571428571;107.142857142857;337.557142857143;679.035714285714;21;21;1;9;10;0
F;39;172;1;2;0;0;0;0;21493.7196428571;6884.01178571429;0;0;0;0;178.5725;178.5725;2;2;119.821428571429;119.821428571429;117.857142857143;0;0;4;4;3;0;0;1
M;68;32;1;0;0;1;0;0;789.451785714286;0;0;0;0;0;724.0375;724.0375;2;2;775.255357142857;775.255357142857;642.857142857143;108.576785714286;21.4285714285714;16;16;4;8;1;0
M;61;50;1;0;0;1;1;0;140.06;0;0;0;617.656071428571;0;751.455714285714;750.005;9;6;483.357142857143;481.928571428572;0;0;470.464285714286;12;10;0;0;7;0
M;75;44;1;1;0;1;0;0;3677.93964285714;16080.9039285714;0;0;0;0;2567.29607142857;2567.18785714286;3;2;1556.88571428571;1556.88571428571;0;62.7785714285714;1490.39285714286;8;8;0;1;5;0
F;37;176;1;0;0;0;0;0;2804.52928571429;0;0;0;0;0;390.2275;390.2275;2;2;0.892857142857143;0.892857142857143;0;0;0;1;1;0;0;0;0
M;23;160;1;0;0;0;0;0;2418.87678571429;0;0;0;0;0;87.5003571428572;87.5003571428572;2;2;88.4439285714286;88.4439285714286;50;37.3725;1.07142857142857;8;8;2;5;1;0
F;51;70;1;3;2;1;0;0;2717.86678571429;48214.3339285714;8922.48928571429;0;0;0;956.07;955.5775;4;3;1099.03857142857;1099.03857142857;964.285714285714;0;131.252857142857;15;15;4;0;10;0
M;36;149;1;0;1;0;0;0;486.990714285714;0;4454.22857142857;0;0;0;489.967142857143;489.967142857143;2;2;502.392857142857;502.392857142857;442.857142857143;0;57.1428571428572;4;4;1;0;2;0
F;40;89;1;0;0;0;1;0;357.142857142857;0;0;0;0.714285714285714;0;5014.41214285714;3304.28785714286;12;5;3428.01357142857;3412.38928571429;0;0;1447.25;25;19;0;0;13;0
M;50;67;1;1;79;0;0;0;442.346071428571;0.395714285714286;5468.86535714286;0;0;0;1839.99285714286;1836.74535714286;6;4;701.9875;701.9875;89.2857142857143;213.951785714286;397.142857142857;38;38;2;29;6;1
M;1;16;1;0;0;0;1;1;172.581428571429;0;0;0;0.714285714285714;4592.33642857143;636.6425;576.893571428572;10;4;565.791428571429;504.821071428571;178.571428571429;0;137.678571428571;31;18;4;0;6;0
M;60;170;1;0;0;0;0;0;208.605714285714;0;0;0;0;0;3285.735;3285.735;3;3;3931.71428571429;3931.71428571429;0;0;103.571428571429;9;9;0;0;4;0
F;49;150;1;0;0;1;0;0;102.757142857143;0;0;0;0;0;416.922857142857;382.064285714286;7;5;468.147142857143;433.405;275;113.010714285714;0;16;13;4;5;0;0
M;12;57;1;0;0;0;0;0;565.123571428571;0;0;0;0;0;18.2146428571429;18.2146428571429;2;2;39.7142857142857;39.7142857142857;17.8571428571429;10.7142857142857;11.1428571428571;3;3;1;1;1;0
F;56;30;2;1;0;0;0;0;3692.96678571429;23.5992857142857;0;0;0;0;6.91535714285714;0.00571428571428571;2;1;23.6785714285714;23.6785714285714;0;0;20.7857142857143;3;3;0;0;1;1
M;59;152;1;0;0;0;0;0;451.796785714286;0;0;0;0;0;0.00321428571428571;0.00321428571428571;1;1;0.892857142857143;0.892857142857143;0;0;0;1;1;0;0;0;1
F;29;30;1;0;0;0;0;0;3358.46785714286;0;0;0;0;0;8912.03714285714;8912.03714285714;4;4;10656.6585714286;10656.6585714286;1114.47821428571;3637.61678571429;2261.17607142857;37;37;5;18;5;0
F;25;63;1;0;0;0;0;0;60.0517857142857;0;0;0;0;0;406.688214285714;406.688214285714;3;3;1153.35714285714;1153.35714285714;1107.14285714286;0;42.0357142857143;18;18;7;0;2;0
M;26;0;1;0;0;1;1;0;265.581071428571;0;0;0;0.714285714285714;0;3884.77607142857;2330.78964285714;21;12;3201.50107142857;2330.78964285714;357.142857142857;0;433.153571428571;25;12;1;0;4;0
M;32;12;1;0;0;0;0;0;5215.26964285714;0;0;0;0;0;783.5225;783.5225;3;3;705.967857142857;705.967857142857;178.571428571429;64.5035714285714;459.321428571429;19;19;1;3;14;0
M;35;181;1;1;0;1;0;0;4133.40214285714;0.00178571428571429;0;0;0;0;12768.3082142857;12662.9871428571;30;27;16528.6664285714;16528.6664285714;714.285714285714;3335.42607142857;12473.2760714286;54;54;2;19;31;0
F;51;116;1;1;0;0;0;0;376.891071428572;2506.55107142857;0;0;0;0;1964.81035714286;1964.28857142857;3;2;941.607142857143;941.607142857143;0;28.6178571428571;909.596428571429;11;11;0;4;6;0
M;53;15;1;2;3;1;1;0;1668.37214285714;20631.6846428571;0;0;2.35714285714286;0;19345.7546428571;10941.4525;17;7;12033.8567857143;9433.31535714286;1650;1406.11285714286;8049.53571428572;69;35;12;16;25;0
F;33;116;1;2;14;0;0;0;281.493571428571;714.149285714286;10218.1439285714;0;0;0;838.196785714286;828.297857142857;5;4;402.75;402.75;0;0;399.071428571429;5;5;0;0;4;0
M;57;177;1;0;0;0;0;0;1188.38428571429;0;0;0;0;0;107.143214285714;107.143214285714;2;2;26.8285714285714;26.8285714285714;14.2857142857143;12.5428571428571;0;10;10;2;8;0;0
F;44;95;1;0;0;0;0;0;906.526071428571;0;0;0;0;0;5704.23178571429;5704.23178571429;5;5;185.392857142857;185.392857142857;28.5714285714286;156.821428571429;0;25;25;4;21;0;1
F;33;183;1;0;0;1;0;0;621.901071428571;0;0;243.4;0;0;712.577857142857;712.577857142857;4;4;805.065;805.065;53.5714285714286;156.779285714286;594.714285714286;16;16;1;8;7;0
M;28;8;1;0;0;0;0;0;435.667142857143;0;0;0;0;0;627.610357142857;627.610357142857;2;2;1082.21071428571;1082.21071428571;1078.28214285714;0;0;9;9;6;0;0;0
M;47;74;1;1;1;0;0;0;0;57822.7571428571;0;0;0;0;5620.5425;3085.58642857143;5;3;4114.83785714286;4114.83785714286;1428.57142857143;0;2686.05214285714;6;6;2;0;3;0
M;28;110;1;0;0;0;0;1;7074.06928571429;0;0;0;0;4850.01714285714;785.407142857143;739.363214285714;3;2;796.182142857143;789.967857142857;146.428571428571;267.967857142857;280.5;37;35;5;17;7;0
F;27;160;1;1;1;0;0;0;502.446071428572;92.5060714285714;0;0;0;0;1235.76821428571;1232.80571428571;4;3;1471.89285714286;1471.89285714286;535.714285714286;0;936.178571428571;8;8;1;0;7;0
F;40;31;1;1;1;0;0;0;17234.8921428571;18231.785;1964.69571428571;0;0;0;107703.804285714;54128.3792857143;7;5;59500.9325;59500.9325;357.142857142857;159.492857142857;3435.35714285714;35;35;1;2;21;0
M;72;150;1;0;0;0;0;0;1313.51321428571;0;0;0;0;0;465.020714285714;465.020714285714;3;3;436.143214285714;436.143214285714;250;0;185.714642857143;6;6;1;0;4;0
M;49;102;2;0;0;0;0;0;3779.61321428571;0;0;0;0;0;560.689285714286;560.689285714286;3;3;1242.78392857143;1242.78392857143;714.285714285714;0;525.783928571429;12;12;3;0;7;0
F;43;183;2;0;0;0;0;0;114.642857142857;0;0;0;0;0;714.288571428572;714.288571428572;2;2;390.714285714286;390.714285714286;0;0;387.107142857143;13;13;0;0;12;0
M;64;130;1;0;0;0;0;0;2469.84285714286;0;0;0;0;0;173.211785714286;173.211785714286;3;3;174.010714285714;174.010714285714;71.4285714285714;9.51071428571429;92.8571428571429;8;8;4;2;1;0
M;27;70;1;0;0;0;0;0;40.6007142857143;0;0;0;0;0;1205.715;1205.715;6;6;1136.5;1136.5;660.714285714286;52.7142857142857;420.035714285714;17;17;6;2;4;0
F;45;58;1;0;0;0;0;0;3.4275;0;0;0;0;0;1900.48964285714;1900.48964285714;12;12;3.39285714285714;3.39285714285714;0;0;0;1;1;0;0;0;1
F;30;217;1;0;0;0;0;0;8206.76714285714;0;0;0;0;0;536.429642857143;536.429642857143;3;3;480.685714285714;480.685714285714;300;89.0071428571429;89.2857142857143;17;17;4;8;2;0
M;46;0;1;0;0;0;0;0;0.57;0;0;0;0;0;371.430714285714;371.430714285714;5;5;311.260714285714;311.260714285714;25;65.1178571428572;203.285714285714;8;8;2;2;3;0
M;13;38;1;0;0;1;0;0;1083.01535714286;0;0;92.625;0;0;625.919285714286;625.919285714286;2;2;1739.75;1739.75;1178.57142857143;243.535714285714;311.392857142857;14;14;3;1;6;0
M;30;73;1;0;0;0;0;2;0;0;0;0;0;1038.69678571429;806.755;696.16;3;2;965.892857142857;963.785714285714;178.571428571429;0;661.678571428571;11;10;1;0;7;0
M;63;250;1;0;0;0;0;1;494.055;0;0;0;0;608.995357142857;222.212142857143;117.8575;3;2;124.321428571429;117.821428571429;0;0;0;4;2;0;0;0;0
M;21;15;1;0;2;0;0;0;2.56392857142857;0;0;0;0;0;0.157142857142857;0.157142857142857;1;1;0.892857142857143;0.892857142857143;0;0;0;1;1;0;0;0;1
F;27;181;1;0;0;0;0;0;13956.805;0;0;0;0;0;800.929642857143;800.929642857143;2;2;377;377;357.142857142857;0;17.6785714285714;4;4;1;0;2;0
F;30;176;1;0;0;0;0;0;2418.475;0;0;0;0;0;262.501071428571;262.501071428571;3;3;587.246785714286;587.246785714286;0;23.8203571428571;563.426428571429;6;6;0;4;2;0
F;23;159;1;1;5;1;0;0;39.7510714285714;0.0135714285714286;2989.45392857143;0;0;0;1534.43285714286;1533.77214285714;6;5;1372.63392857143;1372.63392857143;367.857142857143;0;986.276785714286;33;33;12;0;9;1
M;18;20;1;0;0;1;0;0;16109.6285714286;0;0;0;0;0;4144.77714285714;2744.44571428571;30;27;3922.49821428571;2713.76714285714;757.142857142857;7.24642857142857;221.321428571429;55;31;9;2;8;0
F;76;29;1;0;0;0;0;0;2.85785714285714;0;0;0;0;0;223.5725;223.5725;4;4;474.242142857143;474.242142857143;142.123214285714;178.386785714286;152.875;15;15;8;2;1;0
M;62;152;1;0;7;0;1;0;6.69928571428572;0;538.130357142857;0;13.0714285714286;0;3.56821428571429;0.00714285714285714;5;1;250.881071428571;248.523928571429;0;0;243.035714285714;12;8;0;0;6;0
F;74;0;2;0;0;0;0;0;4474.59214285714;0;0;0;0;0;0.0189285714285714;0.0189285714285714;1;1;62.8928571428572;62.8928571428572;0;0;58.0714285714286;2;2;0;0;1;0
F;23;83;1;1;3;0;0;0;605.08;26022.2746428571;1825.09357142857;0;0;0;2003.29607142857;2003.23821428571;4;3;2670.38928571429;2670.38928571429;357.142857142857;174.535714285714;2125.82142857143;10;10;1;2;6;0
F;32;15;1;2;0;0;1;0;33553.8475;1073.40357142857;0;0;530.356428571429;0;3024.15392857143;1683.00821428571;24;10;2577.41857142857;1682.99714285714;0;382.439642857143;374.428571428571;47;10;0;24;6;0
F;73;0;1;0;0;1;0;0;427.575357142857;0;0;0;0;0;2959.58142857143;2004.25678571429;17;14;2703.70964285714;2004.25678571429;464.285714285714;100.864285714286;335.821428571429;27;16;2;5;3;0
F;17;64;1;1;0;0;0;0;6.53785714285714;6128.22785714286;0;0;0;0;1463.91607142857;1463.80071428571;5;4;1590.59821428571;1590.59821428571;0;340.751785714286;719.964285714286;18;18;0;3;12;0
F;23;26;1;0;0;1;0;0;570.342142857143;0;0;104.011428571429;0;0;1201.84857142857;851.942857142857;5;3;1195.45535714286;847.012857142857;421.428571428571;0;71.8571428571429;10;9;3;0;3;0
F;27;43;1;0;0;0;1;0;1.70857142857143;0;0;0;1.17857142857143;0;2970.70285714286;2895.99;7;3;2968.42035714286;2946.04785714286;800;620.914642857143;385.25;84;79;25;20;7;0
F;55;185;1;1;0;0;0;0;178.571428571429;2771.09857142857;0;0;0;0;74.715;74.715;2;2;14.1071428571429;14.1071428571429;0;10.7142857142857;0;3;3;0;2;0;0
M;38;183;1;0;0;0;0;0;4415.64607142857;0;0;0;0;0;1484.00892857143;1484.00892857143;5;5;1549.925;1549.925;500;0;789.928571428572;13;13;1;0;7;0
F;79;128;1;0;0;0;0;0;20.6075;0;0;0;0;0;491.721071428572;491.721071428572;4;4;931.135714285714;931.135714285714;0;847.814285714286;79.5;16;16;0;8;5;0
M;58;51;1;0;0;0;0;0;12095.0310714286;0;0;0;0;0;32.1432142857143;32.1432142857143;2;2;21.4285714285714;21.4285714285714;21.4285714285714;0;0;2;2;2;0;0;0
F;68;113;1;1;1;0;0;0;9428.94785714286;3586.75178571429;0;0;0;0;1758.76857142857;1757.7225;5;4;1351.66928571429;1351.66928571429;178.571428571429;214.062142857143;944.75;23;23;2;6;14;0
M;32;152;2;2;0;0;0;0;5419.34;7352.99678571429;0;0;0;0;59.0364285714286;59.0364285714286;2;2;90.25;90.25;0;0;90.25;2;2;0;0;2;1
M;41;11;1;0;0;1;0;0;33573.1517857143;0;0;0;0;0;20.075;20.075;3;3;247.5;247.5;0;0;247.5;5;5;0;0;5;0
M;30;96;1;1;1;1;1;0;74.8078571428572;4352.06785714286;0;0;627.857142857143;0;887.9725;886.081428571429;9;5;420.478571428571;419.05;167.857142857143;164.121428571429;82.3214285714286;24;22;2;9;9;0
M;36;71;1;0;0;0;0;0;869.803214285714;0;0;0;0;0;357.142857142857;357.142857142857;1;1;360.535714285714;360.535714285714;0;0;357.142857142857;2;2;0;0;1;0
F;32;26;1;1;0;0;1;0;68.4235714285714;253.739285714286;0;0;0;0;2005.0025;2003.5625;9;6;1350.53535714286;1349.10678571429;0;337.285714285714;1006.96392857143;23;21;0;4;15;0
F;65;7;1;0;0;0;0;0;22.4178571428571;0;0;0;0;0;1164.28821428571;1164.28821428571;4;4;494.964285714286;494.964285714286;35.7142857142857;265.321428571429;193.928571428571;16;16;1;11;4;0
F;57;175;1;0;4;1;0;0;1345.23392857143;0;0;8.86892857142857;0;0;1000.08107142857;1000.08107142857;2;2;808.1;808.1;35.7142857142857;16.4285714285714;104.821428571429;7;7;1;2;1;0
